Commune;Code_Com;Adresse;ID2;X_CC43;Y_CC43;X_WGS84;Y_WGS84
GRATENTOUR;31230;Chemin Maurys (Salle des fêtes);GRA509;1573843,668;2281570,436;1,43424814;43,72366924
GRATENTOUR;31230;Chemin Maurys (Salle des fêtes);GRA510;1573852,684;2281572,439;1,43435955;43,72368878
GRATENTOUR;31230;ZAC de la Gravette (Parking Intermarché);GRA501;1572500,497;2280461,630;1,41784084;43,71346479
GRATENTOUR;31230;ZAC de la Gravette (Parking Intermarché);GRA502;1572495,046;2280442,837;1,41777760;43,71329475
GRATENTOUR;31230;ZAC de la Gravette (Parking Intermarché);GRA512;1572478,356;2280450,539;1,41756875;43,71336123
GRATENTOUR;31230;ZAC de la Gravette (Parking Intermarché);GRA513;1572484,775;2280464,661;1,41764508;43,71348940
LESPINASSE;31293;Rue des Lacs;LES707;1570418,241;2280530,953;1,39199163;43,71373279
LESPINASSE;31293;Rue des Lacs;LES708;1570420,809;2280523,250;1,39202532;43,71366392
LESPINASSE;31293;Rue des Lacs;LES7;1570427,870;2280527,743;1,39211185;43,71370557
LESPINASSE;31293;Place du Boulodrome;LES701;1570296,927;2280076,502;1,39059460;43,70962238
LESPINASSE;31293;Groupe Scolaire;LES703;1569975,025;2279674,686;1,38669704;43,70595095
LESPINASSE;31293;Groupe Scolaire;LES709;1569972,136;2279681,105;1,38665967;43,70600821
LESPINASSE;31293;Groupe Scolaire;LES7;1569978,875;2279680,463;1,38674343;43,70600360
LESPINASSE;31293;Chemin de Peyrailles;LES704;1569503,564;2281136,886;1,38049907;43,71902732
LESPINASSE;31293;Allée des Tilleuls;LES705;1569620,386;2279985,355;1,38222368;43,70868522
SAINT JORY;31490;Chemin de la Plaine;SJO401;1568917,681;2283934,720;1,37255734;43,74410226
SAINT JORY;31490;Chemin de la Plaine;SJO402;1568925,892;2283925,414;1,37266149;43,74401994
SAINT JORY;31490;Rue Pichounelle;SJO404;1568276,631;2285346,563;1,36425918;43,75669482
SAINT JORY;31490;Chemin du Tucol;SJO413;1568751,807;2285066,275;1,37022594;43,75425574
SAINT JORY;31490;Chemin Segusino;SJO408;1569122,066;2284408,388;1,37498049;43,74840022
SAINT JORY;31490;Chemin de Trinchet;SJO405;1569956,621;2283115,823;1,38564838;43,73691368
SAINT JORY;31490;Place du Chateau;SJO414;1568770,068;2283951,521;1,37072108;43,74422770
SAINT JORY;31490;Rue Saint Exupéry;SJO409;1568893,088;2283698,687;1,37230885;43,74197399
SAINT JORY;31490;Chemin de Canou;SJO407;1568622,582;2283432,259;1,36901557;43,73952928
SAINT JORY;31490;Chemin de Canou;SJO4;1568622,582;2283432,259;1,36901557;43,73952928
SAINT JORY;31490;Chemin Allegré;SJO406;1568118,272;2281886,705;1,36313020;43,72553308
SAINT JORY;31490;Chemin de Beldou;SJO403;1567268,498;2282971,115;1,35232187;43,73514182
SAINT JORY;31490;Chemin de Beldou;SJO410;1567264,009;2282936,695;1,35227452;43,73483129
SAINT JORY;31490;Les Berges du Canal;SJO415;1568303,924;2283923,643;1,36494188;43,74389532
TOURNEFEUILLE;31557;Boulevard Vincent Auriol (Centre Comercial);1201VE;1567040,895;2266662,537;1,35346458;43,58834269
TOURNEFEUILLE;31557;Boulevard Vincent Auriol (Centre Comercial);1215VE;1567047,587;2266643,907;1,35355196;43,58817621
TOURNEFEUILLE;31557;Place de la Mairie (Foyer Panousse);1205VE;1566386,896;2266073,102;1,34551143;43,58292264
TOURNEFEUILLE;31557;Impasse du Chateau (Boulodrome);1206VE;1566476,310;2265883,921;1,34666443;43,58123602
TOURNEFEUILLE;31557;Rue Bertrand Panouse (Supermarché);1220VE;1566237,246;2266018,512;1,34367217;43,58240484
TOURNEFEUILLE;31557;Chemin du Ramelet Moundi (Restaurant L'art de vivre);1208VE;1566964,791;2265532,619;1,35279670;43,57816097
TOURNEFEUILLE;31557;Boulevard du Général de Gaulle (Parking Ecole);1249VE;1564714,671;2265948,184;1,32484110;43,58150024
TOURNEFEUILLE;31557;Boulevard Jean Gay (Supermarché);1209VE;1564264,398;2265296,230;1,31942859;43,57555230
TOURNEFEUILLE;31557;Boulevard Jean Gay (Supermarché);1210VE;1564277,022;2265285,901;1,31958740;43,57546162
TOURNEFEUILLE;31557;Rue de Cézanne (Cimetière);1212VE;1564185,465;2267368,027;1,31793802;43,59418231
TOURNEFEUILLE;31557;Rue des Blés;1233VE;1567788,141;2266084,057;1,36285554;43,58326830
COLOMIERS;31149;PLACE DE LA GARE;333VE;1565542,658;2268520,340;1,33445953;43,60479540
COLOMIERS;31149;Decheterie;368VE;1562709,698;2267445,687;1,29964617;43,59461379
COLOMIERS;31149;Decheterie;369VE;1562714,551;2267455,392;1,29970382;43,59470202
COLOMIERS;31149;Centre de Transfert;380VE;1562723,044;2267435,981;1,29981385;43,59452888
COLOMIERS;31149;Centre de Transfert;381VE;1562725,470;2267423,848;1,29984693;43,59442014
COLOMIERS;31149;Centre de Transfert;382VE;1562735,176;2267431,128;1,29996527;43,59448742
CORNEBARRIEU;31150;DECHETERIE;412VE;1565138,659;2274526,348;1,32797594;43,65877086
CORNEBARRIEU;31150;DECHETERIE;411VE;1565130,910;2274580,590;1,32786651;43,65925759
AUSSONNE;31032;ROUTE DE CORNEBARRIEU;108VE;1564690,604;2276547,109;1,32192200;43,67687489
TOURNEFEUILLE;31557;Lotissement la Reine des Prés;1232VE;1566844,845;2265981,959;1,35120276;43,58218347
BLAGNAC;31069;PLACE DE LA SOURCE;2;1569787,270;2270390,419;1,38658011;43,62236988
BLAGNAC;31069;PLACE DE LA SOURCE;2;1569595,501;2270440,719;1,38419257;43,62278936
BLAGNAC;31069;PLACE DE LA SOURCE;2;1570019,908;2270561,753;1,38942125;43,62395191
BLAGNAC;31069;PLACE DE LA SOURCE;2;1569986,899;2270703,222;1,38897872;43,62521931
BLAGNAC;31069;PLACE DE LA SOURCE;2;1570316,993;2270604,194;1,39309146;43,62438504
BLAGNAC;31069;PLACE DE LA SOURCE;2;1569259,119;2271122,913;1,37986259;43,62887017
BLAGNAC;31069;;4;1569743,257;2271768,955;1,38570672;43,63476781
BLAGNAC;31069;;4;1568859,862;2272369,412;1,37461742;43,64001803
BLAGNAC;31069;;4;1568345,859;2272600,478;1,36819272;43,64200771
BLAGNAC;31069;;4;1569240,257;2272231,087;1,37936403;43,63883939
BLAGNAC;31069;;4;1570436,455;2272322,256;1,39416448;43,63986656
TOULOUSE;31555;CAMPING MUNICIPAL;254;1572272,062;2274103,908;1,41649374;43,65621331
TOULOUSE;31555;10 RUE JEAN COCTEAU;799;1569252,193;2266421,839;1,38089940;43,58656343
TOULOUSE;31555;118 ROUTE DE NARBONNE;483;1575811,162;2263494,137;1,46276636;43,56132510
TOULOUSE;31555;RUE DU LANGUEDOC RUE DES REGANS;29;1574498,160;2267419,287;1,44561859;43,59643150
TOULOUSE;31555;ANGLE RUE BAYARD/ BD DE STRASBOURG;8;1574826,109;2268869,827;1,44934784;43,60953985
TOULOUSE;31555;Boulevard LECLERC Angle Bld LASCROSSES (Pizzeria);261;1573487,589;2268902,838;1,43276248;43,60961337
TOULOUSE;31555;23 IMPASSE MAUBEC;682;1570616,238;2268521,659;1,39729076;43,60569549
TOULOUSE;31555;PLACE SAINT PIERRE FACE CHEZ TONTON;50;1573691,835;2268249,718;1,43544276;43,60377006
MONTRABE;31561;SUPER U;MOT1011VE;1581924,025;2272582,457;1,53645725;43,64409690
TOULOUSE;31555;6 AVENUE HUBERT CURIEN;800;1573147,722;2263111,025;1,42989400;43,55743397
TOULOUSE;31555;PLACE INTERIEURE SAINT CYPRIEN;683;1573332,041;2267589,480;1,43113981;43,59776801
TOULOUSE;31555;FACE RUE MERCIE;53;1574506,450;2267981,311;1,44559246;43,60149069
TOULOUSE;31555;FACE RUE LIEUTENANT COLONEL PELISSIER;54;1574513,220;2268201,770;1,44562578;43,60347579
